total words in file : 73046
unique words in file : 7152
The file is Sorted in Ascending order by Alphabetics
1.  [', 119] 
1094.  [code, 1] 
1095.  [codes, 1] 
1096.  [coffin, 5] 
1097.  [coincidences, 1] 
1098.  [cold, 30] 
1099.  [coleridge', 1] 
1100.  [colleague, 1] 
1101.  [collect, 4] 
1102.  [collected, 9] 
1103.  [collecting, 5] 
1104.  [collection, 4] 
1105.  [collections, 1] 
1106.  [college, 3] 
1107.  [colleges, 1] 
1108.  [cologne, 1] 
1109.  [colonization, 1] 
1110.  [colour, 3] 
1111.  [colours, 2] 
1112.  [combat, 2] 
1113.  [combined, 3] 
1114.  [combustibles, 1] 
1115.  [come, 36] 
1116.  [comes, 1] 
1117.  [comfort, 6] 
1118.  [comfortable, 1] 
1119.  [comforter, 2] 
1120.  [comfortless, 1] 
1121.  [coming, 2] 
1122.  [command, 5] 
1123.  [commanded, 2] 
1124.  [commence, 12] 
1125.  [commenced, 7] 
1126.  [commencement, 5] 
1127.  [commences, 1] 
1128.  [comment, 1] 
1129.  [commerce, 1] 
1130.  [commiserate, 1] 
1131.  [commission, 2] 
1132.  [commit, 3] 
1133.  [committed, 13] 
1134.  [committing, 1] 
1135.  [common, 5] 
1136.  [communicate, 1] 
1137.  [communicated, 6] 
1138.  [communicating, 2] 
1139.  [communication, 2] 
1140.  [communion, 2] 
1141.  [community, 1] 
1142.  [como, 2] 
1143.  [compact, 1] 
1144.  [companion, 29] 
1145.  [companions, 12] 
1146.  [companionship, 2] 
1147.  [company, 6] 
1148.  [comparable, 1] 
1149.  [compared, 2] 
1150.  [compass, 1] 
1151.  [compassed, 1] 
1152.  [compassion, 10] 
1153.  [compassionate, 1] 
1154.  [compassionated, 1] 
1155.  [compensate, 1] 
1156.  [compensated, 1] 
1157.  [compilation, 1] 
1158.  [complacency, 1] 
1159.  [complain, 1] 
1160.  [complained, 1] 
1161.  [complaints, 2] 
1162.  [complete, 7] 
1163.  [completed, 2] 
1164.  [completely, 2] 
1165.  [completes, 1] 
1166.  [completion, 5] 
1167.  [complex, 1] 
1168.  [complexion, 2] 
1169.  [complexions, 1] 
1170.  [complexity, 1] 
1171.  [compliance, 5] 
1172.  [complied, 1] 
1173.  [comply, 14] 
1174.  [complying, 3] 
1175.  [compose, 3] 
1176.  [composed, 5] 
1177.  [composes, 1] 
1178.  [composure, 4] 
1179.  [comprehend, 3] 
1180.  [comprehended, 1] 
1181.  [comprehensive, 1] 
1182.  [compressed, 1] 
1183.  [comprised, 1] 
1184.  [computer, 2] 
1185.  [computers, 1] 
1186.  [comrades, 2] 
1187.  [conceal, 5] 
1188.  [concealed, 6] 
1189.  [concealing, 2] 
1190.  [concealment, 1] 
1191.  [concede, 1] 
1192.  [conceited, 1] 
1193.  [conceive, 8] 
1194.  [conceived, 11] 
1195.  [conceiving, 1] 
1196.  [concept, 2] 
1197.  [conception, 6] 
1198.  [concern, 1] 
1199.  [concerning, 25] 
1200.  [concert, 1] 
1201.  [conciliating, 2] 
1202.  [conclude, 1] 
1203.  [concluded, 3] 
1204.  [conclusion, 5] 
1205.  [conclusions, 3] 
1206.  [concussion, 1] 
1207.  [condemn, 2] 
1208.  [condemnation, 1] 
1209.  [condemned, 11] 
1210.  [condemns, 1] 
1211.  [condescension, 1] 
1212.  [condition, 7] 
1213.  [conditions, 1] 
1214.  [conducive, 1] 
1215.  [conduct, 7] 
1216.  [conducted, 6] 
1217.  [conducting, 2] 
1218.  [conductor, 1] 
1219.  [conductors, 1] 
1220.  [confer, 1] 
1221.  [confess, 7] 
1222.  [confessed, 6] 
1223.  [confessing, 1] 
1224.  [confession, 1] 
1225.  [confessor, 1] 
1226.  [confide, 4] 
1227.  [confided, 1] 
1228.  [confidence, 4] 
1229.  [confident, 1] 
1230.  [confine, 2] 
1231.  [confined, 6] 
1232.  [confinement, 1] 
1233.  [confines, 2] 
1234.  [confirm, 2] 
1235.  [confirmation, 2] 
1236.  [confirmed, 8] 
1237.  [confirms, 1] 
1238.  [confiscated, 1] 
1239.  [conflagration, 1] 
1240.  [conflict, 3] 
1241.  [conflicting, 1] 
1242.  [conformation, 1] 
1243.  [confused, 4] 
1244.  [confusedly, 1] 
1245.  [confusion, 3] 
1246.  [congeal, 1] 
1247.  [congenial, 1] 
1248.  [congratulatory, 2] 
1249.  [congregated, 1] 
1250.  [conjecture, 4] 
1251.  [conjectured, 7] 
1252.  [conjectures, 1] 
1253.  [conjure, 4] 
1254.  [conjured, 2] 
1255.  [connected, 7] 
1256.  [connection, 3] 
1257.  [conquer, 1] 
1258.  [conquered, 2] 
1259.  [conscience, 5] 
1260.  [conscious, 3] 
1261.  [consciousness, 3] 
1262.  [consecrate, 1] 
1263.  [consecrated, 1] 
1264.  [consent, 12] 
1265.  [consented, 5] 
1266.  [consequence, 1] 
1267.  [consequences, 2] 
1268.  [consequential, 1] 
1269.  [consequently, 2] 
1270.  [consider, 8] 
1271.  [considerable, 9] 
1272.  [considerably, 1] 
1273.  [considerate, 1] 
1274.  [considerateness, 1] 
1275.  [consideration, 5] 
1276.  [considerations, 1] 
1277.  [considered, 11] 
1278.  [considering, 1] 
1279.  [consist, 1] 
1280.  [consisted, 4] 
1281.  [consistent, 1] 
1282.  [consolation, 18] 
1283.  [console, 7] 
1284.  [consoled, 1] 
1285.  [consoles, 2] 
1286.  [constant, 5] 
1287.  [constantinople, 2] 
1288.  [constantly, 2] 
1289.  [consternation, 2] 
1290.  [constrained, 1] 
1291.  [construct, 1] 
1292.  [constructed, 3] 
1293.  [construed, 1] 
1294.  [consulted, 1] 
1295.  [consume, 3] 
1296.  [consumed, 4] 
1297.  [consumes, 1] 
1298.  [consummate, 2] 
1299.  [consummated, 1] 
1300.  [consummation, 4] 
1301.  [consumption, 2] 
1302.  [contact, 3] 
1303.  [contain, 2] 
1304.  [contained, 4] 
1305.  [containing, 2] 
1306.  [contemplate, 4] 
1307.  [contemplated, 9] 
1308.  [contemplation, 1] 
1309.  [contempt, 5] 
1310.  [content, 7] 
1311.  [contented, 5] 
1312.  [contention, 1] 
1313.  [contentment, 2] 
1314.  [contents, 1] 
1315.  [contest, 1] 
1316.  [continual, 5] 
1317.  [continually, 17] 
1318.  [continuation, 1] 
1319.  [continue, 8] 
1320.  [continued, 33] 
1321.  [continuing, 2] 
1322.  [contortions, 1] 
1323.  [contract, 1] 
1324.  [contradictory, 1] 
1325.  [contrary, 4] 
1326.  [contrast, 4] 
1327.  [contributed, 2] 
1328.  [contributes, 1] 
1329.  [contributions, 2] 
1330.  [contrived, 3] 
1331.  [control, 3] 
1332.  [contumely, 1] 
1333.  [convalescence, 2] 
1334.  [convenience, 2] 
1335.  [conveniently, 1] 
1336.  [convent, 1] 
1337.  [conversation, 18] 
1338.  [conversations, 2] 
1339.  [converse, 4] 
1340.  [conversed, 2] 
1341.  [conversing, 2] 
1342.  [convert, 1] 
1343.  [convey, 7] 
1344.  [conveyed, 5] 
1345.  [conveys, 1] 
1346.  [convict, 1] 
1347.  [convicted, 1] 
1348.  [conviction, 6] 
1349.  [convinced, 9] 
1350.  [convulsed, 1] 
1351.  [convulsions, 1] 
1352.  [convulsive, 1] 
1353.  [cooking, 1] 
1354.  [cool, 2] 
1355.  [coolness, 1] 
1356.  [cooped, 1] 
1357.  [cope, 2] 
1358.  [copet, 1] 
1359.  [copied, 1] 
1360.  [copies, 8] 
1361.  [copy, 11] 
1362.  [copying, 4] 
1363.  [copyright, 14] 
1364.  [cord, 1] 
1365.  [cordial, 1] 
1366.  [core, 1] 
1367.  [cornelius, 5] 
1368.  [corner, 3] 
1369.  [corporation, 1] 
1370.  [corpse, 10] 
1371.  [corrected, 1] 
1372.  [correspondence, 2] 
1373.  [corrupt, 1] 
1374.  [corruption, 3] 
1375.  [cost, 3] 
1376.  [costs, 2] 
1377.  [cot, 1] 
1378.  [cottage, 50] 
1379.  [cottager, 1] 
1380.  [cottagers, 23] 
1381.  [cottages, 4] 
1382.  [could, 185] 
1383.  [counsel, 1] 
1384.  [counsellors, 1] 
1385.  [countenance, 39] 
1386.  [countenances, 9] 
1387.  [countless, 1] 
1388.  [countries, 4] 
1389.  [country, 54] 
1390.  [countryman, 1] 
1391.  [countrymen, 1] 
1392.  [coupar, 1] 
1393.  [courage, 18] 
1394.  [courageous, 1] 
1395.  [course, 18] 
1396.  [courses, 1] 
1397.  [court, 10] 
1398.  [courtyard, 1] 
1399.  [cousin, 25] 
1400.  [cousins, 1] 
1401.  [covered, 16] 
1402.  [covers, 1] 
1403.  [coveted, 1] 
1404.  [cow, 1] 
1405.  [coward, 1] 
1406.  [cowardice, 4] 
1407.  [cowards, 1] 
1408.  [cows, 1] 
1409.  [cracked, 3] 
1410.  [cracking, 1] 
1411.  [crags, 1] 
1412.  [cramped, 1] 
1413.  [craving, 1] 
1414.  [crawled, 1] 
1415.  [crawling, 1] 
1416.  [creaking, 1] 
1417.  [create, 9] 
1418.  [created, 14] 
1419.  [creates, 1] 
1420.  [creating, 6] 
1421.  [creation, 18] 
1422.  [creations, 2] 
1423.  [creator, 20] 
1424.  [creators, 1] 
1425.  [creature, 39] 
1426.  [creature', 2] 
1427.  [creatures, 25] 
1428.  [credit, 5] 
1429.  [creek, 1] 
1430.  [crept, 7] 
1431.  [crevice, 2] 
1432.  [crevices, 1] 
1433.  [crew, 1] 
1434.  [cried, 15] 
1435.  [cries, 2] 
1436.  [crime, 15] 
1437.  [crimes, 13] 
1438.  [criminal, 8] 
1439.  [criminality, 1] 
1440.  [critical, 2] 
1441.  [croaking, 1] 
1442.  [cross, 2] 
1443.  [crossed, 3] 
1444.  [crossing, 1] 
1445.  [crowd, 5] 
1446.  [crowded, 2] 
1447.  [crowding, 1] 
1448.  [crown, 3] 
1449.  [crucible, 1] 
1450.  [cruel, 3] 
1451.  [cruelty, 1] 
1452.  [crush, 4] 
1453.  [crushed, 1] 
1454.  [cry, 2] 
1455.  [culled, 1] 
1456.  [cultivated, 3] 
1457.  [cultivating, 1] 
1458.  [cultivation, 4] 
1459.  [cumberland, 3] 
1460.  [cup, 3] 
1461.  [curbed, 1] 
1462.  [cure, 1] 
1463.  [curiosities, 1] 
1464.  [curiosity, 14] 
1465.  [curiously, 1] 
1466.  [curling, 2] 
1467.  [current, 3] 
1468.  [curse, 9] 
1469.  [cursed, 10] 
1470.  [curses, 1] 
1471.  [cursory, 3] 
1472.  [curtain, 1] 
1473.  [custom, 4] 
1474.  [customs, 2] 
1475.  [cut, 5] 
1476.  [cypress, 1] 
1477.  [d, 3] 
1478.  [dabble, 1] 
1479.  [dabbled, 1] 
1480.  [daemon, 14] 
1481.  [daemon', 1] 
1482.  [daily, 6] 
1483.  [damage, 2] 
1484.  [damaged, 1] 
1485.  [damages, 4] 
1486.  [damp, 3] 
1487.  [damps, 1] 
1488.  [danced, 1] 
1489.  [dancing, 1] 
1490.  [danger, 11] 
1491.  [dangerous, 4] 
1492.  [dangerously, 1] 
1493.  [dangers, 4] 
1494.  [daniel, 3] 
1495.  [dank, 1] 
1496.  [dante, 1] 
1497.  [dare, 12] 
1498.  [dared, 19] 
1499.  [daring, 1] 
1500.  [dark, 26] 
1501.  [darkened, 3] 
1502.  [darkness, 16] 
1503.  [darling, 4] 
1504.  [darted, 5] 
1505.  [dash, 2] 
1506.  [dashed, 2] 
1507.  [dashing, 4] 
1508.  [data, 1] 
1509.  [date, 6] 
1510.  [dated, 3] 
1511.  [dates, 1] 
1512.  [daughter, 14] 
1513.  [daughter', 1] 
1514.  [dauntless, 2] 
1515.  [david, 2] 
1516.  [dawn, 4] 
1517.  [dawned, 4] 
1518.  [day, 74] 
1519.  [day', 2] 
1520.  [daybreak, 1] 
1521.  [daydreams, 2] 
1522.  [daylight, 1] 
1523.  [days, 48] 
1524.  [days', 1] 
1525.  [dazzled, 1] 
1526.  [dazzling, 1] 
1527.  [de, 11] 
1528.  [dead, 22] 
1529.  [deadly, 6] 
1530.  [deal, 1] 
1531.  [dealing, 1] 
1532.  [dear, 65] 
1533.  [dearer, 5] 
1534.  [dearest, 18] 
1535.  [dearly, 3] 
1536.  [death, 77] 
1537.  [deathbed, 1] 
1538.  [deathlike, 1] 
1539.  [deaths, 3] 
1540.  [debar, 1] 
1541.  [debarred, 1] 
1542.  [debasing, 1] 
1543.  [debilitated, 1] 
1544.  [debility, 2] 
1545.  [debts, 1] 
1546.  [dec, 1] 
1547.  [decay, 3] 
1548.  [decayed, 2] 
1549.  [decaying, 1] 
1550.  [deceit, 3] 
1551.  [deceived, 4] 
1552.  [december, 1] 
1553.  [decide, 4] 
1554.  [decided, 4] 
1555.  [decidedly, 1] 
1556.  [decides, 1] 
1557.  [decipher, 1] 
1558.  [decision, 2] 
1559.  [decisive, 2] 
1560.  [deck, 8] 
1561.  [declamatory, 1] 
1562.  [declaration, 1] 
1563.  [declare, 2] 
1564.  [declared, 3] 
1565.  [decline, 4] 
1566.  [declined, 6] 
1567.  [declining, 1] 
1568.  [decorations, 1] 
1569.  [decreased, 2] 
1570.  [decreasing, 1] 
1571.  [decreed, 1] 
1572.  [dedicated, 3] 
1573.  [deduce, 1] 
1574.  [deduced, 1] 
1575.  [deductible, 1] 
1576.  [deed, 5] 
1577.  [deeds, 2] 
1578.  [deem, 1] 
1579.  [deemed, 4] 
1580.  [deep, 18] 
1581.  [deeper, 5] 
1582.  [deepest, 2] 
1583.  [deeply, 20] 
1584.  [deer, 2] 
1585.  [defeat, 1] 
1586.  [defect, 3] 
1587.  [defective, 3] 
1588.  [defects, 2] 
1589.  [defence, 3] 
1590.  [defend, 2] 
1591.  [deference, 1] 
1592.  [deferred, 1] 
1593.  [defiance, 1] 
1594.  [deformed, 2] 
1595.  [deformity, 8] 
1596.  [degenerating, 1] 
1597.  [degradation, 3] 
1598.  [degraded, 3] 
1599.  [degree, 23] 
1600.  [degrees, 12] 
1601.  [dejected, 1] 
1602.  [dejection, 2] 
1603.  [delay, 8] 
1604.  [delayed, 5] 
1605.  [deletions, 1] 
1606.  [delicacy, 1] 
1607.  [delicate, 2] 
1608.  [delicious, 1] 
1609.  [delight, 32] 
1610.  [delighted, 7] 
1611.  [delightful, 4] 
1612.  [delights, 3] 
1613.  [delirium, 6] 
1614.  [deliver, 2] 
1615.  [delivered, 4] 
1616.  [deliverer, 3] 
1617.  [delusion, 1] 
1618.  [demand, 11] 
1619.  [demanded, 4] 
1620.  [demands, 1] 
1621.  [demeanour, 3] 
1622.  [demon, 2] 
1623.  [demoniacal, 3] 
1624.  [demons, 1] 
1625.  [demonstrate, 1] 
1626.  [denial, 1] 
1627.  [denied, 1] 
1628.  [denote, 1] 
1629.  [denounce, 1] 
1630.  [dens, 1] 
1631.  [dense, 1] 
1632.  [deny, 3] 
1633.  [depart, 9] 
1634.  [departed, 13] 
1635.  [department, 1] 
1636.  [departure, 18] 
1637.  [depend, 2] 
1638.  [depended, 4] 
1639.  [dependent, 2] 
1640.  [depending, 1] 
1641.  [depends, 1] 
1642.  [deplored, 2] 
1643.  [deposed, 2] 
1644.  [deposited, 1] 
1645.  [depositing, 1] 
1646.  [deposition, 3] 
1647.  [depraved, 2] 
1648.  [depravity, 1] 
1649.  [deprecate, 1] 
1650.  [depressed, 4] 
1651.  [deprived, 11] 
1652.  [deprives, 1] 
1653.  [depth, 1] 
1654.  [depths, 1] 
1655.  [derange, 1] 
1656.  [deranged, 1] 
1657.  [derby, 1] 
1658.  [derivative, 2] 
1659.  [derive, 1] 
1660.  [derives, 1] 
1661.  [descend, 5] 
1662.  [descended, 8] 
1663.  [descending, 1] 
1664.  [descends, 1] 
1665.  [descent, 3] 
1666.  [describe, 15] 
1667.  [described, 7] 
1668.  [description, 2] 
1669.  [desert, 10] 
1670.  [deserted, 4] 
1671.  [desertion, 1] 
1672.  [deserts, 5] 
1673.  [deserve, 3] 
1674.  [deserving, 3] 
1675.  [design, 6] 
1676.  [designed, 1] 
1677.  [designs, 1] 
1678.  [desire, 27] 
1679.  [desired, 24] 
1680.  [desires, 5] 
1681.  [desiring, 2] 
1682.  [desirous, 3] 
1683.  [desolate, 8] 
1684.  [desolated, 2] 
1685.  [desolating, 1] 
1686.  [desolation, 6] 
1687.  [despair, 49] 
1688.  [despaired, 1] 
1689.  [despairing, 3] 
1690.  [desperate, 1] 
1691.  [desperation, 1] 
1692.  [despicable, 1] 
1693.  [despise, 2] 
1694.  [despised, 2] 
1695.  [despite, 2] 
1696.  [despond, 1] 
1697.  [despondence, 2] 
1698.  [despondency, 5] 
1699.  [despondent, 1] 
1700.  [desponding, 3] 
1701.  [destination, 2] 
1702.  [destined, 5] 
1703.  [destiny, 12] 
1704.  [destitute, 1] 
1705.  [destroy, 21] 
1706.  [destroyed, 22] 
1707.  [destroyer, 6] 
1708.  [destroying, 4] 
1709.  [destruction, 21] 
1710.  [destructive, 1] 
1711.  [detach, 1] 
1712.  [detail, 8] 
1713.  [details, 2] 
1714.  [detain, 1] 
1715.  [detect, 1] 
1716.  [determination, 8] 
1717.  [determine, 1] 
1718.  [determined, 17] 
1719.  [determining, 1] 
1720.  [detest, 1] 
1721.  [detestable, 1] 
1722.  [detestation, 3] 
1723.  [detested, 4] 
1724.  [detracts, 1] 
1725.  [detrimental, 1] 
1726.  [developed, 2] 
1727.  [development, 1] 
1728.  [deviating, 1] 
1729.  [devices, 1] 
1730.  [devil, 8] 
1731.  [devilish, 1] 
1732.  [devils, 3] 
1733.  [devolved, 1] 
1734.  [devote, 4] 
1735.  [devoted, 12] 
1736.  [devoting, 1] 
1737.  [devotion, 3] 
1738.  [devoured, 1] 
1739.  [devouring, 2] 
1740.  [dew, 1] 
1741.  [dews, 2] 
1742.  [diabolical, 1] 
1743.  [diabolically, 1] 
1744.  [dialects, 1] 
1745.  [dialogue, 1] 
1746.  [dictate, 2] 
1747.  [dictated, 1] 
1748.  [did, 114] 
1749.  [didst, 1] 
1750.  [die, 24] 
1751.  [died, 25] 
1752.  [diet, 1] 
1753.  [differed, 2] 
1754.  [difference, 5] 
1755.  [different, 17] 
1756.  [differing, 1] 
1757.  [difficult, 2] 
1758.  [difficulties, 2] 
1759.  [difficulty, 10] 
1760.  [diffidence, 1] 
1761.  [diffident, 1] 
1762.  [diffused, 3] 
1763.  [diffusing, 1] 
1764.  [digging, 1] 
1765.  [dignity, 4] 
1766.  [dilatoriness, 1] 
1767.  [dilatory, 1] 
1768.  [diligence, 3] 
1769.  [diligences, 1] 
1770.  [dim, 3] 
1771.  [dimmed, 2] 
1772.  [dimming, 1] 
1773.  [dimples, 1] 
1774.  [dinner, 1] 
1775.  [dire, 1] 
1776.  [direct, 7] 
1777.  [directed, 12] 
1778.  [direction, 6] 
1779.  [directions, 1] 
1780.  [directly, 1] 
1781.  [dirge, 1] 
1782.  [dirt, 1] 
1783.  [disappeared, 9] 
1784.  [disappointed, 3] 
1785.  [disappointment, 7] 
1786.  [disappointments, 1] 
1787.  [disaster, 4] 
1788.  [disasters, 1] 
1789.  [disastrous, 1] 
1790.  [disbelief, 1] 
1791.  [discerned, 1] 
1792.  [discerning, 1] 
1793.  [discernment, 1] 
1794.  [discharge, 1] 
1795.  [disciple, 3] 
1796.  [discipline, 1] 
1797.  [disclaim, 1] 
1798.  [disclaimer, 3] 
1799.  [disclaimers, 1] 
1800.  [disclose, 3] 
1801.  [disclosed, 2] 
1802.  [discompose, 1] 
1803.  [disconcerted, 1] 
1804.  [disconsolate, 3] 
1805.  [discontent, 1] 
1806.  [discontented, 1] 
1807.  [discontinue, 1] 
1808.  [discourse, 3] 
1809.  [discover, 17] 
1810.  [discovered, 35] 
1811.  [discoverers, 1] 
1812.  [discoveries, 6] 
1813.  [discovering, 3] 
1814.  [discovery, 15] 
1815.  [discrimination, 1] 
1816.  [disdain, 4] 
1817.  [disease, 2] 
1818.  [disencumbered, 1] 
1819.  [disgrace, 2] 
1820.  [disguise, 1] 
1821.  [disgust, 5] 
1822.  [disgusted, 1] 
1823.  [disgusting, 1] 
1824.  [disinclined, 1] 
1825.  [disinterested, 1] 
1826.  [disk, 3] 
1827.  [dislike, 2] 
1828.  [disliked, 1] 
1829.  [dismal, 1] 
1830.  [dismally, 1] 
1831.  [dismay, 2] 
1832.  [dismissed, 1] 
1833.  [dismissing, 1] 
1834.  [dismount, 1] 
1835.  [disobey, 1] 
1836.  [disorder, 1] 
1837.  [disowned, 1] 
1838.  [dispatched, 1] 
1839.  [dispel, 2] 
1840.  [dispelled, 1] 
1841.  [dispelling, 1] 
1842.  [dispersed, 3] 
1843.  [display, 1] 
1844.  [displayed, 4] 
1845.  [displaying, 5] 
1846.  [disposed, 2] 
1847.  [disposition, 6] 
1848.  [dispositions, 6] 
1849.  [dispute, 1] 
1850.  [disquiet, 1] 
1851.  [disquieted, 1] 
1852.  [disquisition, 1] 
1853.  [disquisitions, 1] 
1854.  [disregard, 1] 
1855.  [dissect, 1] 
1856.  [dissecting, 1] 
1857.  [dissipate, 5] 
1858.  [dissipates, 1] 
1859.  [dissoluble, 1] 
1860.  [dissuade, 1] 
1861.  [distance, 14] 
1862.  [distant, 9] 
1863.  [distemper, 1] 
1864.  [distinct, 6] 
1865.  [distinction, 3] 
1866.  [distinctly, 1] 
1867.  [distinguish, 6] 
1868.  [distinguished, 9] 
1869.  [distinguishing, 1] 
1870.  [distorted, 4] 
1871.  [distraction, 1] 
1872.  [distress, 3] 
1873.  [distressing, 1] 
1874.  [distribute, 6] 
1875.  [distributed, 5] 
1876.  [distributing, 8] 
1877.  [distribution, 5] 
1878.  [distributor, 1] 
1879.  [district, 1] 
1880.  [distrust, 1] 
1881.  [distrusted, 1] 
1882.  [disturb, 6] 
1883.  [disturbed, 8] 
1884.  [disturbs, 1] 
1885.  [disunion, 1] 
1886.  [diversity, 1] 
1887.  [divert, 1] 
1888.  [diverted, 2] 
1889.  [divine, 11] 
1890.  [divinely, 1] 
1891.  [divinest, 1] 
1892.  [division, 1] 
1893.  [divulged, 1] 
1894.  [dizzy, 2] 
1895.  [do, 127] 
1896.  [docile, 2] 
1897.  [does, 17] 
1898.  [dog, 2] 
1899.  [dogmatism, 1] 
1900.  [dogs, 7] 
1901.  [doing, 8] 
1902.  [domain, 8] 
1903.  [dome, 2] 
1904.  [domes, 2] 
1905.  [domestic, 3] 
1906.  [dominion, 1] 
1907.  [dominions, 1] 
1908.  [donate, 3] 
1909.  [donations, 14] 
1910.  [done, 9] 
1911.  [donors, 1] 
1912.  [doomed, 6] 
1913.  [door, 24] 
1914.  [doors, 1] 
1915.  [dormant, 1] 
1916.  [doted, 2] 
1917.  [doth, 2] 
1918.  [doting, 2] 
1919.  [double, 2] 
1920.  [doubly, 1] 
1921.  [doubt, 12] 
1922.  [doubted, 3] 
1923.  [doubtful, 1] 
1924.  [doubtless, 8] 
1925.  [doubts, 1] 
1926.  [down, 33] 
1927.  [downcast, 1] 
1928.  [downloading, 1] 
1929.  [downstairs, 1] 
1930.  [dozen, 2] 
1931.  [dozing, 1] 
1932.  [dr, 2] 
1933.  [drag, 1] 
1934.  [dragged, 2] 
1935.  [dragging, 1] 
1936.  [drance, 1] 
1937.  [draught, 2] 
1938.  [draw, 6] 
1939.  [drawer, 1] 
1940.  [drawing, 5] 
1941.  [drawn, 4] 
1942.  [dread, 7] 
1943.  [dreaded, 5] 
1944.  [dreadful, 11] 
1945.  [dreadfully, 3] 
1946.  [dreading, 1] 
1947.  [dream, 18] 
1948.  [dreaming, 1] 
1949.  [dreams, 12] 
1950.  [dreamt, 1] 
1951.  [dreary, 3] 
1952.  [drenched, 1] 
1953.  [dress, 6] 
1954.  [dressed, 5] 
1955.  [drew, 19] 
1956.  [dried, 3] 
1957.  [drifted, 1] 
1958.  [drifting, 1] 
1959.  [drink, 3] 
1960.  [drive, 4] 
1961.  [driven, 5] 
1962.  [drivest, 1] 
1963.  [drop, 3] 
1964.  [dropped, 1] 
1965.  [dropping, 1] 
1966.  [drops, 5] 
1967.  [dross, 1] 
1968.  [drove, 3] 
1969.  [drowned, 1] 
1970.  [drug, 1] 
1971.  [drunk, 2] 
1972.  [dry, 8] 
1973.  [du, 1] 
1974.  [due, 3] 
1975.  [dull, 2] 
1976.  [dun, 1] 
1977.  [dungeon, 5] 
1978.  [dungeons, 1] 
1979.  [duration, 1] 
1980.  [during, 65] 
1981.  [dusk, 1] 
1982.  [dusky, 1] 
1983.  [dust, 4] 
1984.  [dutch, 1] 
1985.  [duties, 10] 
1986.  [duty, 8] 
1987.  [duvillard, 1] 
1988.  [dwell, 4] 
1989.  [dwelling, 10] 
1990.  [dwelt, 1] 
1991.  [dying, 5] 
1992.  [e, 23] 
1993.  [each, 26] 
1994.  [eager, 3] 
1995.  [eagerly, 9] 
1996.  [eagerness, 5] 
1997.  [eagle, 2] 
1998.  [ear, 2] 
1999.  [earlier, 3] 
2000.  [earliest, 3] 
2001.  [early, 13] 
2002.  [earn, 1] 
2003.  [earnest, 3] 
2004.  [earnestly, 5] 
2005.  [earnestness, 3] 
2006.  [ears, 8] 
2007.  [earth, 33] 
2008.  [earthquake, 2] 
2009.  [ease, 3] 
2010.  [easier, 1] 
2011.  [easily, 18] 
2012.  [east, 2] 
2013.  [eastern, 3] 
2014.  [easy, 1] 
2015.  [eat, 4] 
2016.  [eaten, 1] 
2017.  [ebook, 10] 
2018.  [ebooks, 7] 
2019.  [eccentricities, 1] 
2020.  [echoed, 1] 
2021.  [ecstasy, 6] 
2022.  [ecstatic, 1] 
2023.  [edge, 3] 
2024.  [edges, 1] 
2025.  [edinburgh, 4] 
2026.  [edition, 1] 
2027.  [editions, 3] 
2028.  [educate, 1] 
2029.  [educated, 3] 
2030.  [education, 6] 
2031.  [educational, 1] 
2032.  [efface, 1] 
2033.  [effect, 9] 
2034.  [effected, 1] 
2035.  [effects, 7] 
2036.  [effectual, 1] 
2037.  [effort, 5] 
2038.  [efforts, 3] 
2039.  [effusions, 1] 
2040.  [eight, 3] 
2041.  [eighteenth, 1] 
2042.  [ein, 1] 
2043.  [either, 8] 
2044.  [elapsed, 6] 
2045.  [elasticity, 1] 
2046.  [elder, 2] 
2047.  [eldest, 2] 
2048.  [elect, 1] 
2049.  [electricity, 2] 
2050.  [electronic, 24] 
2051.  [electronically, 2] 
2052.  [element, 3] 
2053.  [elemental, 1] 
2054.  [elements, 3] 
2055.  [elevate, 1] 
2056.  [elevated, 5] 
2057.  [elevates, 2] 
2058.  [elevating, 2] 
2059.  [elevation, 1] 
2060.  [eleven, 1] 
2061.  [elixir, 2] 
2062.  [elizabeth, 86] 
2063.  [elizabeth', 4] 
2064.  [eloquence, 3] 
2065.  [else, 2] 
2066.  [elude, 1] 
2067.  [eluded, 4] 
2068.  [emaciated, 3] 
2069.  [email, 2] 
2070.  [embark, 1] 
2071.  [embarkation, 2] 
2072.  [embarked, 1] 
2073.  [embarks, 1] 
2074.  [embers, 3] 
2075.  [embittered, 1] 
2076.  [emblem, 1] 
2077.  [embosomed, 1] 
2078.  [embrace, 1] 
2079.  [embraced, 6] 
2080.  [emergencies, 1] 
2081.  [emergency, 1] 
2082.  [emigration, 1] 
2083.  [eminently, 1] 
2084.  [emotion, 3] 
2085.  [emotions, 8] 
2086.  [empire, 1] 
2087.  [empires, 3] 
2088.  [employ, 2] 
2089.  [employed, 12] 
2090.  [employee, 1] 
2091.  [employees, 2] 
2092.  [employment, 6] 
2093.  [employments, 1] 
2094.  [empty, 2] 
2095.  [emulate, 1] 
2096.  [emulation, 1] 
2097.  [enable, 3] 
2098.  [enabled, 4] 
2099.  [enchanted, 1] 
2100.  [enchanting, 3] 
2101.  [enchantment, 1] 
2102.  [encoding, 1] 
2103.  [encomiums, 1] 
2104.  [encompassed, 4] 
2105.  [encounter, 5] 
2106.  [encountered, 1] 
2107.  [encountering, 2] 
2108.  [encourage, 2] 
